Record,Field,Value,idx,Ligand1,Ligand2,Group_L1,Group_L2,L1L2
50_52,Ag,24.1669789552689,2907,50,52,Py,Py,Py-Py
50_53,Ag,24.7448988892138,2908,50,53,Py,Py,Py-Py
50_54,Ag,26.8637274131179,2909,50,54,Py,Py,Py-Py
50_55,Ag,23.5951182767749,2910,50,55,Py,Py,Py-Py
50_56,Ag,24.1793866530061,2911,50,56,Py,Py,Py-Py
50_57,Ag,23.1250829920173,2912,50,57,Py,Py,Py-Py
50_58,Ag,28.83,2913,50,58,Py,Py,Py-Py
50_59,Ag,23.9318117536604,2914,50,59,Py,Py,Py-Py
50_60,Ag,25.7791962251067,2915,50,60,Py,Py,Py-Py
50_61,Ag,29.07,2916,50,61,Py,Py,Py-Py
50_62,Ag,23.8391993418336,2917,50,62,Py,Py,Py-Py
50_63,Ag,22.199492238462,2918,50,63,Py,Py,Py-Py
50_64,Ag,20.1997533664107,2919,50,64,Py,Py,Py-Py
50_65,Ag,18.8448225781322,2920,50,65,Py,Py,Py-Py
50_66,Ag,26.5027996227145,2921,50,66,Py,Py,Py-Py
51_52,Ag,26.0348228029907,2947,51,52,Py,Py,Py-Py
51_53,Ag,25.8597999028862,2948,51,53,Py,Py,Py-Py
51_54,Ag,25.594915676862,2949,51,54,Py,Py,Py-Py
51_55,Ag,25.348855625838,2950,51,55,Py,Py,Py-Py
51_56,Ag,24.3720717653632,2951,51,56,Py,Py,Py-Py
51_57,Ag,22.4361631423235,2952,51,57,Py,Py,Py-Py
51_58,Ag,24.1591861397028,2953,51,58,Py,Py,Py-Py
51_59,Ag,24.5593597404659,2954,51,59,Py,Py,Py-Py
51_60,Ag,25.5144404098392,2955,51,60,Py,Py,Py-Py
51_61,Ag,24.3426781371236,2956,51,61,Py,Py,Py-Py
51_62,Ag,23.731127705425,2957,51,62,Py,Py,Py-Py
51_63,Ag,24.9469555579126,2958,51,63,Py,Py,Py-Py
51_64,Ag,18.1210328303278,2959,51,64,Py,Py,Py-Py
51_65,Ag,14.8239027298987,2960,51,65,Py,Py,Py-Py
51_66,Ag,25.7914085760713,2961,51,66,Py,Py,Py-Py
52_53,Ag,26.7463969476521,2987,52,53,Py,Py,Py-Py
52_54,Ag,26.8530380353332,2988,52,54,Py,Py,Py-Py
52_55,Ag,26.4998040050268,2989,52,55,Py,Py,Py-Py
52_56,Ag,26.2718434333801,2990,52,56,Py,Py,Py-Py
52_57,Ag,23.6475380472839,2991,52,57,Py,Py,Py-Py
52_58,Ag,24.7198568619788,2992,52,58,Py,Py,Py-Py
52_59,Ag,24.6657072119415,2993,52,59,Py,Py,Py-Py
52_60,Ag,25.3533027470112,2994,52,60,Py,Py,Py-Py
52_61,Ag,24.7244840934873,2995,52,61,Py,Py,Py-Py
52_62,Ag,24.7576601579785,2996,52,62,Py,Py,Py-Py
52_63,Ag,24.9878336824477,2997,52,63,Py,Py,Py-Py
52_64,Ag,21.4013052172959,2998,52,64,Py,Py,Py-Py
52_65,Ag,20.8937865272164,2999,52,65,Py,Py,Py-Py
52_66,Ag,28.3699739463627,3000,52,66,Py,Py,Py-Py
53_54,Ag,26.6350447311997,3026,53,54,Py,Py,Py-Py
53_55,Ag,25.0368449352682,3027,53,55,Py,Py,Py-Py
53_56,Ag,24.4614670053124,3028,53,56,Py,Py,Py-Py
53_57,Ag,24.3897155486047,3029,53,57,Py,Py,Py-Py
53_58,Ag,23.7007748037577,3030,53,58,Py,Py,Py-Py
53_59,Ag,24.1881312951446,3031,53,59,Py,Py,Py-Py
53_60,Ag,22.9206240922213,3032,53,60,Py,Py,Py-Py
53_61,Ag,24.064682405442,3033,53,61,Py,Py,Py-Py
53_62,Ag,24.5632464215159,3034,53,62,Py,Py,Py-Py
53_63,Ag,25.0004158206284,3035,53,63,Py,Py,Py-Py
53_64,Ag,23.903242520988,3036,53,64,Py,Py,Py-Py
53_65,Ag,20.7426817044616,3037,53,65,Py,Py,Py-Py
53_66,Ag,27.0610605888069,3038,53,66,Py,Py,Py-Py
54_55,Ag,26.5490777567029,3064,54,55,Py,Py,Py-Py
54_56,Ag,26.0431037396193,3065,54,56,Py,Py,Py-Py
54_57,Ag,22.8721811957657,3066,54,57,Py,Py,Py-Py
54_58,Ag,24.7125316150486,3067,54,58,Py,Py,Py-Py
54_59,Ag,25.2092863731086,3068,54,59,Py,Py,Py-Py
54_60,Ag,25.6955288425088,3069,54,60,Py,Py,Py-Py
54_61,Ag,25.0671593993902,3070,54,61,Py,Py,Py-Py
54_62,Ag,24.1479912362993,3071,54,62,Py,Py,Py-Py
54_63,Ag,22.9852810651064,3072,54,63,Py,Py,Py-Py
54_64,Ag,18.8268742263317,3073,54,64,Py,Py,Py-Py
54_65,Ag,17.1793434657156,3074,54,65,Py,Py,Py-Py
54_66,Ag,25.6678832285106,3075,54,66,Py,Py,Py-Py
55_56,Ag,25.4676835685968,3101,55,56,Py,Py,Py-Py
55_57,Ag,23.7151185758412,3102,55,57,Py,Py,Py-Py
55_58,Ag,24.4903055615723,3103,55,58,Py,Py,Py-Py
