Field,Record,Ligand_1,Ligand_2,Name,Sigma_i,Sigma_j,Sigma_ij,Rho,x0,Predval_B
Ag,R10_R11,R10,R11,Ag_R10_R11,1.3433050596895983,0.860875046490288,2.2041801061798862,0.5582384164301395,-17.16598868106227,-15.935530669061594
Ag,R10_R2,R10,R2,Ag_R10_R2,1.3433050596895983,0.8325384607139531,2.1758435204035513,0.5582384164301395,-17.16598868106227,-15.951349239832412
Ag,R10_R3,R10,R3,Ag_R10_R3,1.3433050596895983,4.392157809317963,5.735462869007561,0.5582384164301395,-17.16598868106227,-13.964232971573624
Ag,R10_R4,R10,R4,Ag_R10_R4,1.3433050596895983,-1.2635151902393214,0.079789869450277,0.5582384164301395,-17.16598868106227,-17.12144691069318
Ag,R10_R5,R10,R5,Ag_R10_R5,1.3433050596895983,-0.5718354612129694,0.771469598476629,0.5582384164301395,-17.16598868106227,-16.73532471408468
Ag,R10_R6,R10,R6,Ag_R10_R6,1.3433050596895983,-0.561717064835037,0.7815879948545613,0.5582384164301395,-17.16598868106227,-16.729676236513853
Ag,R10_R7,R10,R7,Ag_R10_R7,1.3433050596895983,-1.55002389887471,-0.20671883918511158,0.5582384164301395,-17.16598868106227,-17.281387078495243
Ag,R10_R8,R10,R8,Ag_R10_R8,1.3433050596895983,0.0303218676247531,1.3736269273143515,0.5582384164301395,-17.16598868106227,-16.399177360392507
Ag,R10_R9,R10,R9,Ag_R10_R9,1.3433050596895983,0.00535366903797795,1.3486587287275762,0.5582384164301395,-17.16598868106227,-16.4131155680327
Ag,R10_S1,R10,S1,Ag_R10_S1,1.3433050596895983,-5.12900551759937,-3.7857004579097717,0.5582384164301395,-17.16598868106227,-19.279312109764675
Ag,R10_S2,R10,S2,Ag_R10_S2,1.3433050596895983,0.662647055369742,2.0059521150593405,0.5582384164301395,-17.16598868106227,-16.046189148916856
Ag,R10_S3,R10,S3,Ag_R10_S3,1.3433050596895983,-0.5099752426711592,0.8333298170184391,0.5582384164301395,-17.16598868106227,-16.70079196364588
Ag,R10_S4,R10,S4,Ag_R10_S4,1.3433050596895983,-0.04030969745535305,1.3029953622342454,0.5582384164301395,-17.16598868106227,-16.43860661343281
Ag,R10_S5,R10,S5,Ag_R10_S5,1.3433050596895983,0.6168351220828026,1.960140181772401,0.5582384164301395,-17.16598868106227,-16.07176313000856
Ag,R10_S6,R10,S6,Ag_R10_S6,1.3433050596895983,-0.40730844598800536,0.9359966137015929,0.5582384164301395,-17.16598868106227,-16.64347941364552
Ag,R11_R2,R11,R2,Ag_R11_R2,0.860875046490288,0.8325384607139531,1.693413507204241,0.5582384164301395,-17.16598868106227,-16.220660206439167
Ag,R11_R3,R11,R3,Ag_R11_R3,0.860875046490288,4.392157809317963,5.253032855808251,0.5582384164301395,-17.16598868106227,-14.233543938180379
Ag,R11_R4,R11,R4,Ag_R11_R4,0.860875046490288,-1.2635151902393214,-0.40264014374903334,0.5582384164301395,-17.16598868106227,-17.390757877299933
Ag,R11_R5,R11,R5,Ag_R11_R5,0.860875046490288,-0.5718354612129694,0.28903958527731866,0.5582384164301395,-17.16598868106227,-17.004635680691436
Ag,R11_R6,R11,R6,Ag_R11_R6,0.860875046490288,-0.561717064835037,0.299157981655251,0.5582384164301395,-17.16598868106227,-16.998987203120606
Ag,R11_R7,R11,R7,Ag_R11_R7,0.860875046490288,-1.55002389887471,-0.6891488523844219,0.5582384164301395,-17.16598868106227,-17.550698045102
Ag,R11_R8,R11,R8,Ag_R11_R8,0.860875046490288,0.0303218676247531,0.8911969141150411,0.5582384164301395,-17.16598868106227,-16.668488326999263
Ag,R11_R9,R11,R9,Ag_R11_R9,0.860875046490288,0.00535366903797795,0.866228715528266,0.5582384164301395,-17.16598868106227,-16.682426534639458
Ag,R11_S1,R11,S1,Ag_R11_S1,0.860875046490288,-5.12900551759937,-4.268130471109082,0.5582384164301395,-17.16598868106227,-19.548623076371427
Ag,R11_S2,R11,S2,Ag_R11_S2,0.860875046490288,0.662647055369742,1.52352210186003,0.5582384164301395,-17.16598868106227,-16.31550011552361
Ag,R11_S3,R11,S3,Ag_R11_S3,0.860875046490288,-0.5099752426711592,0.3508998038191288,0.5582384164301395,-17.16598868106227,-16.970102930252633
Ag,R11_S4,R11,S4,Ag_R11_S4,0.860875046490288,-0.04030969745535305,0.8205653490349349,0.5582384164301395,-17.16598868106227,-16.707917580039563
Ag,R11_S5,R11,S5,Ag_R11_S5,0.860875046490288,0.6168351220828026,1.4777101685730907,0.5582384164301395,-17.16598868106227,-16.341074096615312
Ag,R11_S6,R11,S6,Ag_R11_S6,0.860875046490288,-0.40730844598800536,0.45356660050228265,0.5582384164301395,-17.16598868106227,-16.912790380252275
Ag,R2_R3,R2,R3,Ag_R2_R3,0.8325384607139531,4.392157809317963,5.224696270031916,0.5582384164301395,-17.16598868106227,-14.249362508951197
Ag,R2_R4,R2,R4,Ag_R2_R4,0.8325384607139531,-1.2635151902393214,-0.43097672952536825,0.5582384164301395,-17.16598868106227,-17.40657644807075
Ag,R2_R5,R2,R5,Ag_R2_R5,0.8325384607139531,-0.5718354612129694,0.26070299950098375,0.5582384164301395,-17.16598868106227,-17.020454251462255
Ag,R2_R6,R2,R6,Ag_R2_R6,0.8325384607139531,-0.561717064835037,0.27082139587891607,0.5582384164301395,-17.16598868106227,-17.014805773891425
Ag,R2_R7,R2,R7,Ag_R2_R7,0.8325384607139531,-1.55002389887471,-0.7174854381607568,0.5582384164301395,-17.16598868106227,-17.566516615872814
Ag,R2_R8,R2,R8,Ag_R2_R8,0.8325384607139531,0.0303218676247531,0.8628603283387062,0.5582384164301395,-17.16598868106227,-16.68430689777008
Ag,R2_R9,R2,R9,Ag_R2_R9,0.8325384607139531,0.00535366903797795,0.8378921297519311,0.5582384164301395,-17.16598868106227,-16.698245105410276
Ag,R2_S1,R2,S1,Ag_R2_S1,0.8325384607139531,-5.12900551759937,-4.296467056885417,0.5582384164301395,-17.16598868106227,-19.564441647142246
Ag,R2_S2,R2,S2,Ag_R2_S2,0.8325384607139531,0.662647055369742,1.495185516083695,0.5582384164301395,-17.16598868106227,-16.331318686294427
Ag,R2_S3,R2,S3,Ag_R2_S3,0.8325384607139531,-0.5099752426711592,0.32256321804279386,0.5582384164301395,-17.16598868106227,-16.98592150102345
Ag,R2_S4,R2,S4,Ag_R2_S4,0.8325384607139531,-0.04030969745535305,0.7922287632586,0.5582384164301395,-17.16598868106227,-16.72373615081038
Ag,R2_S5,R2,S5,Ag_R2_S5,0.8325384607139531,0.6168351220828026,1.4493735827967558,0.5582384164301395,-17.16598868106227,-16.35689266738613
Ag,R2_S6,R2,S6,Ag_R2_S6,0.8325384607139531,-0.40730844598800536,0.42523001472594774,0.5582384164301395,-17.16598868106227,-16.928608951023094
Ag,R3_R4,R3,R4,Ag_R3_R4,4.392157809317963,-1.2635151902393214,3.128642619078642,0.5582384164301395,-17.16598868106227,-15.419460179811965
Ag,R3_R5,R3,R5,Ag_R3_R5,4.392157809317963,-0.5718354612129694,3.8203223481049937,0.5582384164301395,-17.16598868106227,-15.033337983203467
Ag,R3_R6,R3,R6,Ag_R3_R6,4.392157809317963,-0.561717064835037,3.830440744482926,0.5582384164301395,-17.16598868106227,-15.027689505632637
