Field,Record,Ligand_1,Ligand_2,Name,Sigma_i,Sigma_j,Sigma_ij,Rho,x0,Predval_A
Au,R4_S5,R4,S5,Au_R4_S5,0.2370714737056329,0.0401816295133296,0.27725310321896246,0.6211861574040771,10.011105894355818,10.183331684172762
Au,R4_S6,R4,S6,Au_R4_S6,0.2370714737056329,-8.841235349302753,-8.60416387559712,0.6211861574040771,10.011105894355818,4.666318398798672
Au,R5_R6,R5,R6,Au_R5_R6,-1.3445142333640794,-0.1765572858634142,-1.5210715192274935,0.6211861574040771,10.011105894355818,9.06623732219011
Au,R5_R7,R5,R7,Au_R5_R7,-1.3445142333640794,0.31307883173711387,-1.0314354016269656,0.6211861574040771,10.011105894355818,9.370392500608633
Au,R5_R8,R5,R8,Au_R5_R8,-1.3445142333640794,10.3478936396416,9.00337940627752,0.6211861574040771,10.011105894355818,15.603880551392354
Au,R5_R9,R5,R9,Au_R5_R9,-1.3445142333640794,13.723859477181083,12.379345243817003,0.6211861574040771,10.011105894355818,17.700983797540943
Au,R5_S1,R5,S1,Au_R5_S1,-1.3445142333640794,14.866904415760592,13.522390182396514,0.6211861574040771,10.011105894355818,18.411027490677327
Au,R5_S2,R5,S2,Au_R5_S2,-1.3445142333640794,-4.532983594283895,-5.877497827647974,0.6211861574040771,10.011105894355818,6.360085603648363
Au,R5_S3,R5,S3,Au_R5_S3,-1.3445142333640794,-9.072089386446372,-10.416603619810452,0.6211861574040771,10.011105894355818,3.540455918564364
Au,R5_S4,R5,S4,Au_R5_S4,-1.3445142333640794,-8.232887404129688,-9.577401637493768,0.6211861574040771,10.011105894355818,4.061756573245549
Au,R5_S5,R5,S5,Au_R5_S5,-1.3445142333640794,0.0401816295133296,-1.30433260385075,0.6211861574040771,10.011105894355818,9.200872536192916
Au,R5_S6,R5,S6,Au_R5_S6,-1.3445142333640794,-8.841235349302753,-10.185749582666833,0.6211861574040771,10.011105894355818,3.683859250818826
Au,R6_R7,R6,R7,Au_R6_R7,-0.1765572858634142,0.31307883173711387,0.13652154587369966,0.6211861574040771,10.011105894355818,10.095911188839967
Au,R6_R8,R6,R8,Au_R6_R8,-0.1765572858634142,10.3478936396416,10.171336353778186,0.6211861574040771,10.011105894355818,16.329399239623687
Au,R6_R9,R6,R9,Au_R6_R9,-0.1765572858634142,13.723859477181083,13.54730219131767,0.6211861574040771,10.011105894355818,18.426502485772275
Au,R6_S1,R6,S1,Au_R6_S1,-0.1765572858634142,14.866904415760592,14.690347129897178,0.6211861574040771,10.011105894355818,19.13654617890866
Au,R6_S2,R6,S2,Au_R6_S2,-0.1765572858634142,-4.532983594283895,-4.709540880147309,0.6211861574040771,10.011105894355818,7.0856042918796955
Au,R6_S3,R6,S3,Au_R6_S3,-0.1765572858634142,-9.072089386446372,-9.248646672309786,0.6211861574040771,10.011105894355818,4.265974606795698
Au,R6_S4,R6,S4,Au_R6_S4,-0.1765572858634142,-8.232887404129688,-8.409444689993101,0.6211861574040771,10.011105894355818,4.787275261476883
Au,R6_S5,R6,S5,Au_R6_S5,-0.1765572858634142,0.0401816295133296,-0.1363756563500846,0.6211861574040771,10.011105894355818,9.92639122442425
Au,R6_S6,R6,S6,Au_R6_S6,-0.1765572858634142,-8.841235349302753,-9.017792635166167,0.6211861574040771,10.011105894355818,4.40937793905016
Au,R7_R8,R7,R8,Au_R7_R8,0.31307883173711387,10.3478936396416,10.660972471378713,0.6211861574040771,10.011105894355818,16.63355441804221
Au,R7_R9,R7,R9,Au_R7_R9,0.31307883173711387,13.723859477181083,14.036938308918197,0.6211861574040771,10.011105894355818,18.730657664190797
Au,R7_S1,R7,S1,Au_R7_S1,0.31307883173711387,14.866904415760592,15.179983247497706,0.6211861574040771,10.011105894355818,19.440701357327182
Au,R7_S2,R7,S2,Au_R7_S2,0.31307883173711387,-4.532983594283895,-4.219904762546781,0.6211861574040771,10.011105894355818,7.38975947029822
Au,R7_S3,R7,S3,Au_R7_S3,0.31307883173711387,-9.072089386446372,-8.759010554709258,0.6211861574040771,10.011105894355818,4.57012978521422
Au,R7_S4,R7,S4,Au_R7_S4,0.31307883173711387,-8.232887404129688,-7.919808572392574,0.6211861574040771,10.011105894355818,5.091430439895405
Au,R7_S5,R7,S5,Au_R7_S5,0.31307883173711387,0.0401816295133296,0.35326046125044347,0.6211861574040771,10.011105894355818,10.230546402842773
Au,R7_S6,R7,S6,Au_R7_S6,0.31307883173711387,-8.841235349302753,-8.52815651756564,0.6211861574040771,10.011105894355818,4.713533117468683
Au,R8_R9,R8,R9,Au_R8_R9,10.3478936396416,13.723859477181083,24.071753116822684,0.6211861574040771,10.011105894355818,24.96414571497452
Au,R8_S1,R8,S1,Au_R8_S1,10.3478936396416,14.866904415760592,25.21479805540219,0.6211861574040771,10.011105894355818,25.6741894081109
Au,R8_S2,R8,S2,Au_R8_S2,10.3478936396416,-4.532983594283895,5.8149100453577045,0.6211861574040771,10.011105894355818,13.62324752108194
Au,R8_S3,R8,S3,Au_R8_S3,10.3478936396416,-9.072089386446372,1.2758042531952274,0.6211861574040771,10.011105894355818,10.80361783599794
Au,R8_S4,R8,S4,Au_R8_S4,10.3478936396416,-8.232887404129688,2.1150062355119115,0.6211861574040771,10.011105894355818,11.324918490679126
Au,R8_S5,R8,S5,Au_R8_S5,10.3478936396416,0.0401816295133296,10.388075269154928,0.6211861574040771,10.011105894355818,16.464034453626493
Au,R8_S6,R8,S6,Au_R8_S6,10.3478936396416,-8.841235349302753,1.5066582903388461,0.6211861574040771,10.011105894355818,10.947021168252403
Au,R9_S1,R9,S1,Au_R9_S1,13.723859477181083,14.866904415760592,28.590763892941673,0.6211861574040771,10.011105894355818,27.77129265425949
Au,R9_S2,R9,S2,Au_R9_S2,13.723859477181083,-4.532983594283895,9.190875882897188,0.6211861574040771,10.011105894355818,15.720350767230528
Au,R9_S3,R9,S3,Au_R9_S3,13.723859477181083,-9.072089386446372,4.651770090734711,0.6211861574040771,10.011105894355818,12.900721082146529
Au,R9_S4,R9,S4,Au_R9_S4,13.723859477181083,-8.232887404129688,5.490972073051395,0.6211861574040771,10.011105894355818,13.422021736827714
Au,R9_S5,R9,S5,Au_R9_S5,13.723859477181083,0.0401816295133296,13.764041106694412,0.6211861574040771,10.011105894355818,18.56113769977508
Au,R9_S6,R9,S6,Au_R9_S6,13.723859477181083,-8.841235349302753,4.88262412787833,0.6211861574040771,10.011105894355818,13.044124414400992
Au,S1_S2,S1,S2,Au_S1_S2,14.866904415760592,-4.532983594283895,10.333920821476697,0.6211861574040771,10.011105894355818,16.430394460366912
Au,S1_S3,S1,S3,Au_S1_S3,14.866904415760592,-9.072089386446372,5.79481502931422,0.6211861574040771,10.011105894355818,13.610764775282913
Au,S1_S4,S1,S4,Au_S1_S4,14.866904415760592,-8.232887404129688,6.634017011630904,0.6211861574040771,10.011105894355818,14.132065429964099
Au,S1_S5,S1,S5,Au_S1_S5,14.866904415760592,0.0401816295133296,14.907086045273921,0.6211861574040771,10.011105894355818,19.271181392911465
Au,S1_S6,S1,S6,Au_S1_S6,14.866904415760592,-8.841235349302753,6.025669066457839,0.6211861574040771,10.011105894355818,13.754168107537376
Au,S2_S3,S2,S3,Au_S2_S3,-4.532983594283895,-9.072089386446372,-13.605072980730267,0.6211861574040771,10.011105894355818,1.5598228882539509
Au,S2_S4,S2,S4,Au_S2_S4,-4.532983594283895,-8.232887404129688,-12.765870998413583,0.6211861574040771,10.011105894355818,2.081123542935136
Au,S2_S5,S2,S5,Au_S2_S5,-4.532983594283895,0.0401816295133296,-4.492801964770565,0.6211861574040771,10.011105894355818,7.220239505882503
Au,S2_S6,S2,S6,Au_S2_S6,-4.532983594283895,-8.841235349302753,-13.374218943586648,0.6211861574040771,10.011105894355818,1.7032262205084123
Au,S3_S4,S3,S4,Au_S3_S4,-9.072089386446372,-8.232887404129688,-17.30497679057606,0.6211861574040771,10.011105894355818,-0.7385061421488626
Au,S3_S5,S3,S5,Au_S3_S5,-9.072089386446372,0.0401816295133296,-9.031907756933043,0.6211861574040771,10.011105894355818,4.400609820798504
Au,S3_S6,S3,S6,Au_S3_S6,-9.072089386446372,-8.841235349302753,-17.913324735749125,0.6211861574040771,10.011105894355818,-1.1164034645755851
Au,S4_S5,S4,S5,Au_S4_S5,-8.232887404129688,0.0401816295133296,-8.192705774616359,0.6211861574040771,10.011105894355818,4.92191047547969
Au,S4_S6,S4,S6,Au_S4_S6,-8.232887404129688,-8.841235349302753,-17.07412275343244,0.6211861574040771,10.011105894355818,-0.5951028098944011
Au,S5_S6,S5,S6,Au_S5_S6,0.0401816295133296,-8.841235349302753,-8.801053719789424,0.6211861574040771,10.011105894355818,4.544013153052966
Cu,R1_R10,R1,R10,Cu_R1_R10,-0.1129189217621833,0.8635763395483183,0.7506574177861349,0.9151681344678764,13.801405644566312,14.488383393226123
Cu,R1_R11,R1,R11,Cu_R1_R11,-0.1129189217621833,-0.38101781795195944,-0.49393673971414276,0.9151681344678764,13.801405644566312,13.349370479936976
Cu,R1_R2,R1,R2,Cu_R1_R2,-0.1129189217621833,-2.987423267400209,-3.100342189162392,0.9151681344678764,13.801405644566312,10.964071267098515
Cu,R1_R3,R1,R3,Cu_R1_R3,-0.1129189217621833,19.95471326932538,19.841794347563198,0.9151681344678764,13.801405644566312,31.95998356212098
Cu,R1_R4,R1,R4,Cu_R1_R4,-0.1129189217621833,0.2370714737056329,0.1241525519434496,0.9151681344678764,13.801405644566312,13.915026103917825
Cu,R1_R5,R1,R5,Cu_R1_R5,-0.1129189217621833,-1.3445142333640794,-1.4574331551262627,0.9151681344678764,13.801405644566312,12.46760926287778
Cu,R1_R6,R1,R6,Cu_R1_R6,-0.1129189217621833,-0.1765572858634142,-0.2894762076255975,0.9151681344678764,13.801405644566312,13.53648624366076
Cu,R1_R7,R1,R7,Cu_R1_R7,-0.1129189217621833,0.31307883173711387,0.20015990997493058,0.9151681344678764,13.801405644566312,13.984585615973328
Cu,R1_R8,R1,R8,Cu_R1_R8,-0.1129189217621833,10.3478936396416,10.234974717879416,0.9151681344678764,13.801405644566312,23.168128363453896
Cu,R1_R9,R1,R9,Cu_R1_R9,-0.1129189217621833,13.723859477181083,13.6109405554189,0.9151681344678764,13.801405644566312,26.257704721022186
Cu,R1_S1,R1,S1,Cu_R1_S1,-0.1129189217621833,14.866904415760592,14.753985493998409,0.9151681344678764,13.801405644566312,27.303783025074946
Cu,R1_S2,R1,S2,Cu_R1_S2,-0.1129189217621833,-4.532983594283895,-4.645902516046078,0.9151681344678764,13.801405644566312,9.54962370603681
Cu,R1_S3,R1,S3,Cu_R1_S3,-0.1129189217621833,-9.072089386446372,-9.185008308208555,0.9151681344678764,13.801405644566312,5.395578726071143
Cu,R1_S4,R1,S4,Cu_R1_S4,-0.1129189217621833,-8.232887404129688,-8.345806325891871,0.9151681344678764,13.801405644566312,6.163589638669647
Cu,R1_S5,R1,S5,Cu_R1_S5,-0.1129189217621833,0.0401816295133296,-0.0727372922488537,0.9151681344678764,13.801405644566312,13.734838792512685
Cu,R1_S6,R1,S6,Cu_R1_S6,-0.1129189217621833,-8.841235349302753,-8.954154271064937,0.9151681344678764,13.801405644566312,5.606848984578246
Cu,R10_R11,R10,R11,Cu_R10_R11,0.8635763395483183,-0.38101781795195944,0.4825585215963588,0.9151681344678764,13.801405644566312,14.243027826547229
Cu,R10_R2,R10,R2,Cu_R10_R2,0.8635763395483183,-2.987423267400209,-2.1238469278518908,0.9151681344678764,13.801405644566312,11.857728613708767
Cu,R10_R3,R10,R3,Cu_R10_R3,0.8635763395483183,19.95471326932538,20.818289608873698,0.9151681344678764,13.801405644566312,32.85364090873123
Cu,R10_R4,R10,R4,Cu_R10_R4,0.8635763395483183,0.2370714737056329,1.1006478132539512,0.9151681344678764,13.801405644566312,14.808683450528079
Cu,R10_R5,R10,R5,Cu_R10_R5,0.8635763395483183,-1.3445142333640794,-0.48093789381576113,0.9151681344678764,13.801405644566312,13.361266609488032
Cu,R10_R6,R10,R6,Cu_R10_R6,0.8635763395483183,-0.1765572858634142,0.687019053684904,0.9151681344678764,13.801405644566312,14.430143590271012
Cu,R10_R7,R10,R7,Cu_R10_R7,0.8635763395483183,0.31307883173711387,1.176655171285432,0.9151681344678764,13.801405644566312,14.878242962583581
Cu,R10_R8,R10,R8,Cu_R10_R8,0.8635763395483183,10.3478936396416,11.211469979189918,0.9151681344678764,13.801405644566312,24.06178571006415
Cu,R10_R9,R10,R9,Cu_R10_R9,0.8635763395483183,13.723859477181083,14.587435816729402,0.9151681344678764,13.801405644566312,27.15136206763244
Cu,R10_S1,R10,S1,Cu_R10_S1,0.8635763395483183,14.866904415760592,15.73048075530891,0.9151681344678764,13.801405644566312,28.197440371685197
Cu,R10_S2,R10,S2,Cu_R10_S2,0.8635763395483183,-4.532983594283895,-3.6694072547355763,0.9151681344678764,13.801405644566312,10.443281052647063
Cu,R10_S3,R10,S3,Cu_R10_S3,0.8635763395483183,-9.072089386446372,-8.208513046898053,0.9151681344678764,13.801405644566312,6.289236072681397
Cu,R10_S4,R10,S4,Cu_R10_S4,0.8635763395483183,-8.232887404129688,-7.369311064581369,0.9151681344678764,13.801405644566312,7.0572469852799005
Cu,R10_S5,R10,S5,Cu_R10_S5,0.8635763395483183,0.0401816295133296,0.9037579690616478,0.9151681344678764,13.801405644566312,14.628496139122937
Cu,R10_S6,R10,S6,Cu_R10_S6,0.8635763395483183,-8.841235349302753,-7.977659009754435,0.9151681344678764,13.801405644566312,6.5005063311885
Cu,R11_R2,R11,R2,Cu_R11_R2,-0.38101781795195944,-2.987423267400209,-3.3684410853521682,0.9151681344678764,13.801405644566312,10.718715700419619
Cu,R11_R3,R11,R3,Cu_R11_R3,-0.38101781795195944,19.95471326932538,19.57369545137342,0.9151681344678764,13.801405644566312,31.714627995442083
Cu,R11_R4,R11,R4,Cu_R11_R4,-0.38101781795195944,0.2370714737056329,-0.14394634424632655,0.9151681344678764,13.801405644566312,13.66967053723893
Cu,R11_R5,R11,R5,Cu_R11_R5,-0.38101781795195944,-1.3445142333640794,-1.7255320513160388,0.9151681344678764,13.801405644566312,12.222253696198885
Cu,R11_R6,R11,R6,Cu_R11_R6,-0.38101781795195944,-0.1765572858634142,-0.5575751038153737,0.9151681344678764,13.801405644566312,13.291130676981865
Cu,R11_R7,R11,R7,Cu_R11_R7,-0.38101781795195944,0.31307883173711387,-0.06793898621484556,0.9151681344678764,13.801405644566312,13.739230049294433
Cu,R11_R8,R11,R8,Cu_R11_R8,-0.38101781795195944,10.3478936396416,9.96687582168964,0.9151681344678764,13.801405644566312,22.922772796775003
Cu,R11_R9,R11,R9,Cu_R11_R9,-0.38101781795195944,13.723859477181083,13.342841659229123,0.9151681344678764,13.801405644566312,26.01234915434329
Cu,R11_S1,R11,S1,Cu_R11_S1,-0.38101781795195944,14.866904415760592,14.485886597808634,0.9151681344678764,13.801405644566312,27.058427458396054
Cu,R11_S2,R11,S2,Cu_R11_S2,-0.38101781795195944,-4.532983594283895,-4.914001412235854,0.9151681344678764,13.801405644566312,9.304268139357916
Cu,R11_S3,R11,S3,Cu_R11_S3,-0.38101781795195944,-9.072089386446372,-9.453107204398332,0.9151681344678764,13.801405644566312,5.150223159392249
Cu,R11_S4,R11,S4,Cu_R11_S4,-0.38101781795195944,-8.232887404129688,-8.613905222081648,0.9151681344678764,13.801405644566312,5.918234071990752
Cu,R11_S5,R11,S5,Cu_R11_S5,-0.38101781795195944,0.0401816295133296,-0.34083618843862984,0.9151681344678764,13.801405644566312,13.48948322583379
Cu,R11_S6,R11,S6,Cu_R11_S6,-0.38101781795195944,-8.841235349302753,-9.222253167254713,0.9151681344678764,13.801405644566312,5.361493417899352
Cu,R2_R3,R2,R3,Cu_R2_R3,-2.987423267400209,19.95471326932538,16.96729000192517,0.9151681344678764,13.801405644566312,29.32932878260362
Cu,R2_R4,R2,R4,Cu_R2_R4,-2.987423267400209,0.2370714737056329,-2.750351793694576,0.9151681344678764,13.801405644566312,11.28437132440047
Cu,R2_R5,R2,R5,Cu_R2_R5,-2.987423267400209,-1.3445142333640794,-4.331937500764289,0.9151681344678764,13.801405644566312,9.836954483360424
Cu,R2_R6,R2,R6,Cu_R2_R6,-2.987423267400209,-0.1765572858634142,-3.163980553263623,0.9151681344678764,13.801405644566312,10.905831464143404
Cu,R2_R7,R2,R7,Cu_R2_R7,-2.987423267400209,0.31307883173711387,-2.674344435663095,0.9151681344678764,13.801405644566312,11.353930836455973
Cu,R2_R8,R2,R8,Cu_R2_R8,-2.987423267400209,10.3478936396416,7.360470372241391,0.9151681344678764,13.801405644566312,20.537473583936542
Cu,R2_R9,R2,R9,Cu_R2_R9,-2.987423267400209,13.723859477181083,10.736436209780875,0.9151681344678764,13.801405644566312,23.627049941504833
Cu,R2_S1,R2,S1,Cu_R2_S1,-2.987423267400209,14.866904415760592,11.879481148360384,0.9151681344678764,13.801405644566312,24.673128245557592
Cu,R2_S2,R2,S2,Cu_R2_S2,-2.987423267400209,-4.532983594283895,-7.520406861684103,0.9151681344678764,13.801405644566312,6.9189689265194545
Cu,R2_S3,R2,S3,Cu_R2_S3,-2.987423267400209,-9.072089386446372,-12.05951265384658,0.9151681344678764,13.801405644566312,2.764923946553788
Cu,R2_S4,R2,S4,Cu_R2_S4,-2.987423267400209,-8.232887404129688,-11.220310671529896,0.9151681344678764,13.801405644566312,3.5329348591522916
Cu,R2_S5,R2,S5,Cu_R2_S5,-2.987423267400209,0.0401816295133296,-2.9472416378868793,0.9151681344678764,13.801405644566312,11.10418401299533
Cu,R2_S6,R2,S6,Cu_R2_S6,-2.987423267400209,-8.841235349302753,-11.828658616702961,0.9151681344678764,13.801405644566312,2.9761942050608923
Cu,R3_R4,R3,R4,Cu_R3_R4,19.95471326932538,0.2370714737056329,20.191784743031015,0.9151681344678764,13.801405644566312,32.28028361942293
Cu,R3_R5,R3,R5,Cu_R3_R5,19.95471326932538,-1.3445142333640794,18.6101990359613,0.9151681344678764,13.801405644566312,30.832866778382886
Cu,R3_R6,R3,R6,Cu_R3_R6,19.95471326932538,-0.1765572858634142,19.778155983461968,0.9151681344678764,13.801405644566312,31.901743759165868
Cu,R3_R7,R3,R7,Cu_R3_R7,19.95471326932538,0.31307883173711387,20.267792101062497,0.9151681344678764,13.801405644566312,32.34984313147844
Cu,R3_R8,R3,R8,Cu_R3_R8,19.95471326932538,10.3478936396416,30.30260690896698,0.9151681344678764,13.801405644566312,41.533385878959
Cu,R3_R9,R3,R9,Cu_R3_R9,19.95471326932538,13.723859477181083,33.67857274650646,0.9151681344678764,13.801405644566312,44.62296223652729
Cu,R3_S1,R3,S1,Cu_R3_S1,19.95471326932538,14.866904415760592,34.821617685085975,0.9151681344678764,13.801405644566312,45.669040540580056
Cu,R3_S2,R3,S2,Cu_R3_S2,19.95471326932538,-4.532983594283895,15.421729675041487,0.9151681344678764,13.801405644566312,27.91488122154192
Cu,R3_S3,R3,S3,Cu_R3_S3,19.95471326932538,-9.072089386446372,10.88262388287901,0.9151681344678764,13.801405644566312,23.76083624157625
Cu,R3_S4,R3,S4,Cu_R3_S4,19.95471326932538,-8.232887404129688,11.721825865195694,0.9151681344678764,13.801405644566312,24.528847154174755
Cu,R3_S5,R3,S5,Cu_R3_S5,19.95471326932538,0.0401816295133296,19.994894898838712,0.9151681344678764,13.801405644566312,32.1000963080178
Cu,R3_S6,R3,S6,Cu_R3_S6,19.95471326932538,-8.841235349302753,11.113477920022628,0.9151681344678764,13.801405644566312,23.972106500083356
Cu,R4_R5,R4,R5,Cu_R4_R5,0.2370714737056329,-1.3445142333640794,-1.1074427596584464,0.9151681344678764,13.801405644566312,12.787909320179736
Cu,R4_R6,R4,R6,Cu_R4_R6,0.2370714737056329,-0.1765572858634142,0.06051418784221868,0.9151681344678764,13.801405644566312,13.856786300962714
Cu,R4_R7,R4,R7,Cu_R4_R7,0.2370714737056329,0.31307883173711387,0.5501503054427468,0.9151681344678764,13.801405644566312,14.304885673275283
Cu,R4_R8,R4,R8,Cu_R4_R8,0.2370714737056329,10.3478936396416,10.584965113347232,0.9151681344678764,13.801405644566312,23.488428420755852
Cu,R4_R9,R4,R9,Cu_R4_R9,0.2370714737056329,13.723859477181083,13.960930950886716,0.9151681344678764,13.801405644566312,26.578004778324143
Cu,R4_S1,R4,S1,Cu_R4_S1,0.2370714737056329,14.866904415760592,15.103975889466225,0.9151681344678764,13.801405644566312,27.6240830823769
Cu,R4_S2,R4,S2,Cu_R4_S2,0.2370714737056329,-4.532983594283895,-4.2959121205782616,0.9151681344678764,13.801405644566312,9.869923763338766
Cu,R4_S3,R4,S3,Cu_R4_S3,0.2370714737056329,-9.072089386446372,-8.835017912740739,0.9151681344678764,13.801405644566312,5.7158787833731
Cu,R4_S4,R4,S4,Cu_R4_S4,0.2370714737056329,-8.232887404129688,-7.995815930424055,0.9151681344678764,13.801405644566312,6.4838896959716035
Cu,R4_S5,R4,S5,Cu_R4_S5,0.2370714737056329,0.0401816295133296,0.27725310321896246,0.9151681344678764,13.801405644566312,14.05513884981464
Cu,R4_S6,R4,S6,Cu_R4_S6,0.2370714737056329,-8.841235349302753,-8.60416387559712,0.9151681344678764,13.801405644566312,5.927149041880203
Cu,R5_R6,R5,R6,Cu_R5_R6,-1.3445142333640794,-0.1765572858634142,-1.5210715192274935,0.9151681344678764,13.801405644566312,12.409369459922669
Cu,R5_R7,R5,R7,Cu_R5_R7,-1.3445142333640794,0.31307883173711387,-1.0314354016269656,0.9151681344678764,13.801405644566312,12.857468832235238
Cu,R5_R8,R5,R8,Cu_R5_R8,-1.3445142333640794,10.3478936396416,9.00337940627752,0.9151681344678764,13.801405644566312,22.041011579715807
Cu,R5_R9,R5,R9,Cu_R5_R9,-1.3445142333640794,13.723859477181083,12.379345243817003,0.9151681344678764,13.801405644566312,25.130587937284098
Cu,R5_S1,R5,S1,Cu_R5_S1,-1.3445142333640794,14.866904415760592,13.522390182396514,0.9151681344678764,13.801405644566312,26.176666241336854
Cu,R5_S2,R5,S2,Cu_R5_S2,-1.3445142333640794,-4.532983594283895,-5.877497827647974,0.9151681344678764,13.801405644566312,8.42250692229872
Cu,R5_S3,R5,S3,Cu_R5_S3,-1.3445142333640794,-9.072089386446372,-10.416603619810452,0.9151681344678764,13.801405644566312,4.268461942333053
Cu,R5_S4,R5,S4,Cu_R5_S4,-1.3445142333640794,-8.232887404129688,-9.577401637493768,0.9151681344678764,13.801405644566312,5.0364728549315565
Cu,R5_S5,R5,S5,Cu_R5_S5,-1.3445142333640794,0.0401816295133296,-1.30433260385075,0.9151681344678764,13.801405644566312,12.607722008774594
Cu,R5_S6,R5,S6,Cu_R5_S6,-1.3445142333640794,-8.841235349302753,-10.185749582666833,0.9151681344678764,13.801405644566312,4.479732200840155
Cu,R6_R7,R6,R7,Cu_R6_R7,-0.1765572858634142,0.31307883173711387,0.13652154587369966,0.9151681344678764,13.801405644566312,13.926345813018216
Cu,R6_R8,R6,R8,Cu_R6_R8,-0.1765572858634142,10.3478936396416,10.171336353778186,0.9151681344678764,13.801405644566312,23.10988856049879
Cu,R6_R9,R6,R9,Cu_R6_R9,-0.1765572858634142,13.723859477181083,13.54730219131767,0.9151681344678764,13.801405644566312,26.19946491806708
Cu,R6_S1,R6,S1,Cu_R6_S1,-0.1765572858634142,14.866904415760592,14.690347129897178,0.9151681344678764,13.801405644566312,27.245543222119835
Cu,R6_S2,R6,S2,Cu_R6_S2,-0.1765572858634142,-4.532983594283895,-4.709540880147309,0.9151681344678764,13.801405644566312,9.491383903081697
Cu,R6_S3,R6,S3,Cu_R6_S3,-0.1765572858634142,-9.072089386446372,-9.248646672309786,0.9151681344678764,13.801405644566312,5.337338923116032
Cu,R6_S4,R6,S4,Cu_R6_S4,-0.1765572858634142,-8.232887404129688,-8.409444689993101,0.9151681344678764,13.801405644566312,6.105349835714537
Cu,R6_S5,R6,S5,Cu_R6_S5,-0.1765572858634142,0.0401816295133296,-0.1363756563500846,0.9151681344678764,13.801405644566312,13.676598989557574
Cu,R6_S6,R6,S6,Cu_R6_S6,-0.1765572858634142,-8.841235349302753,-9.017792635166167,0.9151681344678764,13.801405644566312,5.548609181623137
Cu,R7_R8,R7,R8,Cu_R7_R8,0.31307883173711387,10.3478936396416,10.660972471378713,0.9151681344678764,13.801405644566312,23.557987932811354
Cu,R7_R9,R7,R9,Cu_R7_R9,0.31307883173711387,13.723859477181083,14.036938308918197,0.9151681344678764,13.801405644566312,26.64756429037965
Cu,R7_S1,R7,S1,Cu_R7_S1,0.31307883173711387,14.866904415760592,15.179983247497706,0.9151681344678764,13.801405644566312,27.693642594432404
Cu,R7_S2,R7,S2,Cu_R7_S2,0.31307883173711387,-4.532983594283895,-4.219904762546781,0.9151681344678764,13.801405644566312,9.939483275394268
Cu,R7_S3,R7,S3,Cu_R7_S3,0.31307883173711387,-9.072089386446372,-8.759010554709258,0.9151681344678764,13.801405644566312,5.785438295428602
Cu,R7_S4,R7,S4,Cu_R7_S4,0.31307883173711387,-8.232887404129688,-7.919808572392574,0.9151681344678764,13.801405644566312,6.553449208027105
Cu,R7_S5,R7,S5,Cu_R7_S5,0.31307883173711387,0.0401816295133296,0.35326046125044347,0.9151681344678764,13.801405644566312,14.124698361870141
Cu,R7_S6,R7,S6,Cu_R7_S6,0.31307883173711387,-8.841235349302753,-8.52815651756564,0.9151681344678764,13.801405644566312,5.996708553935705
Cu,R8_R9,R8,R9,Cu_R8_R9,10.3478936396416,13.723859477181083,24.071753116822684,0.9151681344678764,13.801405644566312,35.83110703786022
Cu,R8_S1,R8,S1,Cu_R8_S1,10.3478936396416,14.866904415760592,25.21479805540219,0.9151681344678764,13.801405644566312,36.87718534191298
Cu,R8_S2,R8,S2,Cu_R8_S2,10.3478936396416,-4.532983594283895,5.8149100453577045,0.9151681344678764,13.801405644566312,19.12302602287484
Cu,R8_S3,R8,S3,Cu_R8_S3,10.3478936396416,-9.072089386446372,1.2758042531952274,0.9151681344678764,13.801405644566312,14.96898104290917
Cu,R8_S4,R8,S4,Cu_R8_S4,10.3478936396416,-8.232887404129688,2.1150062355119115,0.9151681344678764,13.801405644566312,15.736991955507674
Cu,R8_S5,R8,S5,Cu_R8_S5,10.3478936396416,0.0401816295133296,10.388075269154928,0.9151681344678764,13.801405644566312,23.30824110935071
Cu,R8_S6,R8,S6,Cu_R8_S6,10.3478936396416,-8.841235349302753,1.5066582903388461,0.9151681344678764,13.801405644566312,15.180251301416273
Cu,R9_S1,R9,S1,Cu_R9_S1,13.723859477181083,14.866904415760592,28.590763892941673,0.9151681344678764,13.801405644566312,39.96676169948126
Cu,R9_S2,R9,S2,Cu_R9_S2,13.723859477181083,-4.532983594283895,9.190875882897188,0.9151681344678764,13.801405644566312,22.21260238044313
Cu,R9_S3,R9,S3,Cu_R9_S3,13.723859477181083,-9.072089386446372,4.651770090734711,0.9151681344678764,13.801405644566312,18.05855740047746
Cu,R9_S4,R9,S4,Cu_R9_S4,13.723859477181083,-8.232887404129688,5.490972073051395,0.9151681344678764,13.801405644566312,18.826568313075967
Cu,R9_S5,R9,S5,Cu_R9_S5,13.723859477181083,0.0401816295133296,13.764041106694412,0.9151681344678764,13.801405644566312,26.397817466919
Cu,R9_S6,R9,S6,Cu_R9_S6,13.723859477181083,-8.841235349302753,4.88262412787833,0.9151681344678764,13.801405644566312,18.269827658984564
Cu,S1_S2,S1,S2,Cu_S1_S2,14.866904415760592,-4.532983594283895,10.333920821476697,0.9151681344678764,13.801405644566312,23.258680684495886
Cu,S1_S3,S1,S3,Cu_S1_S3,14.866904415760592,-9.072089386446372,5.79481502931422,0.9151681344678764,13.801405644566312,19.104635704530217
